Sample Material,ID,MFR,TML,Category,CVCM,Space Code,WVR,Material Usage,Cure
SCOTCHBOND 4172 SCREW LOCKING PURPLE FROM BOLTS,GSFC9747,MMM,37.13,1,17.34,1,1.7,ADH-SEALANT,72H
SCOTCHBOND 4172 SCREW LOCKING PURPLE FROM BOLTS,GSFC9907,MMM,34.12,0,16.44,1,1.34,ADH-SEALANT,30D
SCOTCHBOND 4172 SCREW LOCKING PURPLE FROM BOLTS,GSFC9918,MMM,34.38,0,16.31,1,2.1,ADH-SEALANT,45D
SCOTCHBOND 4173 BUSHING ASSY GREEN FROM BOLTS,GSFC9749,MMM,25.39,1,8.15,1,1.99,ADH-SEALANT,72H
SCOTCHBOND 4173 BUSHING ASSY GREEN FROM BOLTS,GSFC9920,MMM,22.3,0,7.87,1,2.43,ADH-SEALANT,30D
SCOTCHBOND 4173 BUSHING ASSY GREEN FROM BOLTS,GSFC9950,MMM,22.24,0,5.89,1,2.68,ADH-SEALANT,30D
SCOTCHBOND 4173 BUSHING ASSY GREEN FROM BOLTS,GSFC9970,MMM,27.45,0,11.02,1,2.19,ADH-SEALANT,30D
SCOTCHBOND 4174 BEARING ASSY GREEN FROM BOLTS,GSFC9763,MMM,14.04,1,1.74,1,2.36,ADH-SEALANT,72H
SCOTCHBOND 4174 BEARING ASSY GREEN FROM BOLTS,GSFC9948,MMM,12.11,0,0.98,1,3.03,ADH-SEALANT,30D
SCOTCHBOND 4174 BEARING ASSY GREEN FROM BOLTS,GSFC9972,MMM,13.79,0,1.56,1,2.77,ADH-SEALANT,30D
SCOTCHBOND 4174 BEARING ASSY GREEN FROM SHIMS,GSC11255,MMM,12.81,1,1.66,1,2.08,ADH-SEALANT,16H
SCOTCHBOND 4177 HYDRAULIC SEALANT AMBER FROM BOLTS,GSFC9765,MMM,43.02,1,22.69,1,0.62,ADH-SEALANT,72H
SCOTCHBOND 4177 HYDRAULIC SEALANT AMBER FROM BOLTS,GSFC9909,MMM,45.55,0,23.87,1,0.88,ADH-SEALANT,30D
SCOTCHBOND 4177 HYDRAULIC SEALANT AMBER FROM BOLTS,GSFC9922,MMM,44.7,0,24.22,1,1.06,ADH-SEALANT,30D
SCOTCHCAL 8001 RED ALUM LABEL UNCOATED,GSFC8114,MMM,0.09,11,0,1,0.01,FOIL LABEL,
SCOTCHCAL 8001 RED ALUM LABEL/COATING 3900,GSFC8117,MMM,0.17,11,0,1,0.01,FOIL LABEL,
SCOTCHCAL 8001 RED ALUM LABEL/FILM 7730,GSFC8120,MMM,0.12,11,0.01,1,0.03,FOIL LABEL,
SCOTCHCAL 8005 BLACK PHOTO SENSE FILM/ALUM/ADH/FOIL,GSC13472,MMM,0.12,11,0.01,1,0.01,DECAL/MARKER,
SCOTCHCAL 8005 PHOTOSENS FILM/ALUM/ACRYLIC ADH,GSFC4176,MMM,0.1,11,0,1,,DECAL/MARKER,
SCOTCHCAL 8005 PHOTOSENS FILM/ALUM/VINYLCOAT/ACR ADH,GSFC4178,MMM,0.19,11,0.01,1,,DECAL/MARKER,
SCOTCHCAL 8009 BLUE ALUM LABEL UNCOATED,GSFC8144,MMM,0.08,11,0.01,1,0.02,FOIL LABEL,
SCOTCHCAL 8009 BLUE ALUM LABEL/COATING 3900,GSFC8147,MMM,0.15,11,0.01,1,0.02,FOIL LABEL,
SCOTCHCAL 8009 BLUE ALUM LABEL/FILM 7730,GSFC8150,MMM,0.14,11,0.01,1,0.03,FOIL LABEL,
SCOTCHCAL 8011 RED PHOTO SENSE FILM/ADH/FOIL,GSC13475,MMM,0.56,11,0.03,1,0.16,DECAL/MARKER,
SCOTCHCAL 8015 PHOTOSENS FILM/MYLAR/ACRYLIC ADH,GSFC4180,MMM,1.57,11,0.05,1,,DECAL/MARKER,
SCOTCHCAL 8015 PHOTOSENS FILM/MYLAR/VINYLCOAT/ACRADH,GSFC4182,MMM,2.14,11,0.06,1,,DECAL/MARKER,
SCOTCHCAST 10 (XR-5241) A/B AS 1/1 BW RUST RED EPOXY,GSC10125,MMM,1.96,1,0.52,2,0.18,ADHESIVE,70D
SCOTCHCAST 10 (XR-5241) A/B AS 1/1 BW RUST RED EPOXY,GSFC9996,MMM,3.09,1,0.81,1,0.2,ADHESIVE,24H
SCOTCHCAST 221 A/B AS 5/8 BW POLYURETHANE,GSC11309,MMM,0.55,14,0.01,2,0.11,POTTING,16H
SCOTCHCAST 221 A/B AS 5/8 BW POLYURETHANE,GSFC2197,MMM,0.37,0,0.04,1,,CONF COAT,3H
SCOTCHCAST 221 A/B AS 5/8 BW POLYURETHANE,GSFC7892,MMM,0.25,14,0.02,1,0.1,POTTING,24H
SCOTCHCAST 221 A/B AS 5/8 BW POLYURETHANE,GSFC7919,MMM,0.71,14,0.05,1,0.14,POTTING,72H
SCOTCHCAST 225 A/B AS 5/8 BW MAROON POLYURETHANE,GSC11666,MMM,0.53,12,0.03,1,0.2,MOLD CPND,
SCOTCHCAST 226 A/B AS 2/5 BW POLYURETHANE,GSFC7922,MMM,1.05,14,0.16,1,0.09,POTTING,72H
SCOTCHCAST 235 A/B AS 1/2 BW EPOXY,SRI11614,MMM,6.2,0,0.31,1,,POTTING,6H
SCOTCHCAST 235 A/B AS 1/2 BW EPOXY,SRI11615,MMM,2.78,0,0.02,1,,POTTING,16H
SCOTCHCAST 235 A/B AS 1/2 BW RED EPOXY,GSC29569,MMM,0.71,99,0,1,0.29,EPOXY,
SCOTCHCAST 235 A/B AS 1/2 PBW RED SEMI-FLEX EPOXY,GSC20348,MMM,0.79,14,0.02,2,0.3,POTTING,15H
SCOTCHCAST 241 A/B AS 1/2 BW EPOXY,SRI11616,MMM,2.97,0,0.04,1,,POTTING,6H
SCOTCHCAST 241 A/B AS 1/2 BW EPOXY,SRI11617,MMM,1.93,0,0.05,1,,POTTING,3H
SCOTCHCAST 250 A/B AS 1/1 BW EPOXY BROWN,GSFC5026,MMM,0.65,14,0,1,,IMPREGNANT,24H
SCOTCHCAST 255 A/B AS 2/3 BW EPOXY,GSFC4882,MMM,0.98,14,0.12,1,,POTTING,20H
SCOTCHCAST 255 A/B AS 2/3 BW EPOXY,GSFC4884,MMM,0.52,14,0.05,1,,POTTING,4H
SCOTCHCAST 260 EPOXY,SRI11618,MMM,0.52,0,0.03,1,,POTTING,30M
SCOTCHCAST 260 GREEN EPOXY POWDER COATING,GSC15936,MMM,0.68,3,0.04,1,0.3,COATING,1H
SCOTCHCAST 262 RED EPOXY POWDER COATING,GSC15939,MMM,0.87,3,0.07,1,0.37,COATING,1H
SCOTCHCAST 280,GSC31852,MMM,0.35,1,0.03,3,0.15,EPOXY,18H
SCOTCHCAST 280,GSC33268,MMM,0.57,1,0.13,1,0.12,ELECTRICAL RESIN,3H
SCOTCHCAST 280 A/B,GSC32956,MMM,0.42,1,0.03,3,0.18,EPOXY,18H
SCOTCHCAST 280 A/B 2:3,GSC29197,MMM,0.34,1,0.03,3,0.13,TRANSFORMER IMPREG,48H
SCOTCHCAST 280 A/B 20/30 PWB,GSC31897,ZZZ,40,1,0.01,1,0.15,IMPREGNANT,72H
SCOTCHCAST 280 A/B AS 2/3 BW EPOXY,GSC27805,MMM,1.07,1,0.42,1,0.22,ADHESIVE,3H
SCOTCHCAST 280 A/B AS 2/3 BW EPOXY,GSC27808,MMM,0.85,1,0.23,1,0.23,ADHESIVE,24H
SCOTCHCAST 280 A/B AS 2/3 BW EPOXY,GSC27835,MMM,0.51,1,0.06,2,0.22,EPOXY,2H
SCOTCHCAST 280 A/B AS 2/3 BW EPOXY,GSC27838,MMM,0.57,1,0.11,2,0.18,EPOXY,16H
SCOTCHCAST 280 A/B AS 2/3 BW EPOXY,GSC27868,MMM,0.67,1,0.22,2,0.2,EPOXY,2H
SCOTCHCAST 280 A/B AS 2/3 BW EPOXY,GSC27871,MMM,0.78,1,0.29,2,0.15,EPOXY,16H
SCOTCHCAST 280 A/B AS 2/3 BW EPOXY,GSC27874,MMM,0.87,1,0.16,1,0.21,EPOXY,24H
SCOTCHCAST 280 EPOXY,GSC32221,HYS,0.48,14,0.05,2,0.23,POTTING COMPOUND,3H
"SCOTCHCAST 280 EPOXY, 1006251000, EXP 6/1/11 - A/B 2/3",GSC32191,MMM,0.45,1,0.08,2,0.21,EPOXY,4H
"SCOTCHCAST 280, A/B 2/3",GSC32437,MMM,0.29,14,0,2,0.12,POTTING COMPOUND,24H
"SCOTCHCAST 280, A/B 2/3",GSC32440,MMM,0.35,14,0.01,2,0.12,POTTING COMPOUND,24H
SCOTCHCAST 281 A/B AS 2/3 BW BLACK EPOXY,GSC18226,MMM,0.73,0,0.32,2,0.14,POTTING,16H
SCOTCHCAST 281 A/B AS 2/3 BW BLACK EPOXY,GSFC9197,MMM,0.56,14,0.08,1,0.14,POTTING,4H
SCOTCHCAST 281 A/B AS 2/3 BW EPOXY,SRI11619,MMM,0.36,0,0.05,1,,POTTING,20H
SCOTCHCAST 281 A/B AS 2/3 BW GRAY EPOXY,GSFC8972,MMM,0.35,14,0.02,2,0.11,POTTING,12H
"SCOTCHCAST 281 ELECTRICAL RESIN, A/B AS 2/3 PBW",GSC32326,MMM,0.44,14,0.01,1,0.09,POTTING COMPOUND,3H
SCOTCHCAST 281/282 EPOXY FORMULATION,GSFC4518,MMM,0.37,3,0.05,1,,COATING,4H
SCOTCHCAST 282 A/B AS 2/3 BW SEMI RIGID BLACK EPOXY,GSFC7265,MMM,0.49,14,0.1,1,0.07,POTTING,16H
SCOTCHCAST 282 A/B AS 2/3 BW SEMI RIGID BLACK EPOXY,GSFC7268,MMM,0.45,14,0.09,2,0.06,POTTING,16H
SCOTCHCAST 3 A/B AS 2/3 BW CLEAR EPOXY IMPREGNANT,GSC17486,MMM,1.14,14,0.01,1,0.13,IMPREGNANT,16H
SCOTCHCAST 3 A/B AS 2/3 BW EPOXY FOAM,SRI 8701,MMM,4.62,0,0.24,1,,FOAM,4H
SCOTCHCAST 5096 A/B AS 4/1 PBW YELLOW EPOXY,GSC19345,MMM,0.35,1,0.01,1,0.33,ADHESIVE,2H
"SCOTCHCAST 5133, ELECTRICAL RESIN",GSC31165,MMM,0.55,99,0.01,1,0.44,ELECTRICAL RESIN,
SCOTCHCAST 5166 A/B AS 2/3 BW BLACK SEMI-FLEX EPOXY,GSC25552,MMM,0.47,3,0.02,1,0.1,COATING,3D
SCOTCHCAST 5230 BLUE EPOXY,GSC23874,MMM,0.54,3,0.01,1,0.22,COATING,
"SCOTCHCAST 5230N, 1 PART EPOXY",GSC31846,MMM,0.37,1,0,2,0.23,EPOXY,2H
SCOTCHCAST 5555 EPOXY RESIN,GSC29497,EEC,0.41,99,0.01,1,0.23,ONE PART DIELECTRIC COATIN,40-50M
SCOTCHCAST 8 A/B AS 1/1 BW EPOXY,GSFC7916,MMM,7.59,14,1.48,1,0.24,POTTING,48H
SCOTCHCAST 9 A/B AS 1/1 BW,GSFC2287,MMM,3.6,14,0.04,1,,POTTING,
SCOTCHCAST MR 283 F-075 A/B AS 5/1 BW TAN,GSC17340,MMM,0.41,14,0.02,2,0.18,IMPREGNANT,10H
SCOTCHCAST MR283/F075 A/B AS 100/20 BW EPOXY,GSC24720,MMM,0.36,14,0.01,1,0.14,ENCAPSULANT,3H
SCOTCHCAST MR283/F075/AC 5193 AS 100/20/1 BW EPOXY,GSC24723,MMM,0.35,14,0.01,1,0.13,ENCAPSULANT,3H
SCOTCHCAST MR283F200 A/B AS 5/1 PBW TAN FLEX EPOXY,GSC19739,MMM,0.78,14,0.03,1,0.27,POTTING,16H
SCOTCHCAST PRIMER XR 5137 A/B AS 5/1 BW FREE FILM,GSFC3403,MMM,19.75,0,0.01,1,,PRIMER,24H
SCOTCHCAST PRIMER XR 5137 A/B AS 5/1 BW THIN COAT,GSFC3401,MMM,16.62,13,0.19,1,,PRIMER,24H
SCOTCHCAST XR-5068 EPOXY FOAM,GSFC3650,MMM,0.55,7,0.32,1,,FOAM,17H
SCOTCHCAST XR-5068 EPOXY FOAM,SRI 8702,MMM,0.57,0,0.34,1,,FOAM,4H
SCOTCHCAST XR-5068 EPOXY FOAM,SRI 8703,MMM,0.78,0,0.38,1,,FOAM,20H
SCOTCHCAST XR-5068 EPOXY FOAM,SRI 8704,MMM,0.6,0,0.35,1,,FOAM,24H
SCOTCHCAST XR-5068/3 AS 1/1 BW EPOXY FOAM,SRI 8705,MMM,1.3,0,0.2,1,,FOAM,4H
SCOTCHCAST XR-5088 A/B AS 2/5 BW EPOXY,GSFC4886,MMM,38.03,14,2.98,1,,POTTING,20H
SCOTCHCAST XR-5088 A/B AS 2/5 BW EPOXY,GSFC4888,MMM,37.66,14,3.4,1,,POTTING,3H
SCOTCHCAST XR-5133 EPOXY CASTING POWDER,GSFC3385,MMM,0.42,14,0.01,1,,POTTING,30M
SCOTCHCAST XR-5137 PRIMER FOR POLYURETHANE,GSFC7958,MMM,8.58,13,0.02,1,0.79,PRIMER,24H
SCOTCHCAST XR-5240 RUSTY BROWN EPOXY,GSFC9742,MMM,4.2,14,1.06,1,0.27,POTTING,3H
SCOTCHDAMP 2.9 MIL PET/242 4 MIL/F,GSC26260,MMM,0.33,16,0,1,0.22,DAMPER,
SCOTCHDAMP 242F04 SINGLE SIDED SILCONE RELEASE/F,GSC26320,MMM,0.48,10,0,1,0.34,DAMPER,
SCOTCHDAMP ISD 142 ACRYLIC SHEET 80 MILS,GSC25483,MMM,0.99,6,0,1,0.36,DAMPER,
SCOTCHDAMP ISD 142R ACRYLIC SHEET,GSC25585,MMM,0.7,7,0.02,1,0.28,DAMPER,
SCOTCHDAMP SJ-2015X VISCOELASTIC POLYMER FILM TYP110,GSC17896,MMM,1.33,7,0.11,1,0.39,DAMPING FILM,
SCOTCHFLEX SOCKET CONNECTOR GLASS REINF POLYESTER,GSC10853,MMM,0.19,4,0.04,1,0.07,CONNECTOR,
SCOTCHFOAM NPE-2600 GRAY POLYURETHANE/ACRYLIC ADH,GSC18556,MMM,1.98,7,0.04,1,0.61,DAMPER,
SCOTCHFOAM NPE-2600 GRAY POLYURETHANE/ACRYLIC ADH,GSC18623,MMM,1.45,7,0.05,1,0.62,DAMPER,3H
SCOTCHFOAM NPE-2601 GRAY POLYURETHANE/ACRYLIC ADH,GSC18558,MMM,1.92,7,0.04,1,0.57,DAMPER,
SCOTCHFOAM NPE-2601 GRAY POLYURETHANE/ACRYLIC ADH,GSC18625,MMM,1.79,7,0.04,1,0.61,DAMPER,3H
SCOTCHFOAM NPE-2769 LCS BLACK POLYURETHANE,GSC19741,MMM,0.94,7,0.01,1,0.22,DAMPER,
SCOTCHFOAM NPE-2770 LCS BLACK POLYURETHANE/ACR ADH,GSC19743,MMM,0.91,7,0.03,1,0.19,DAMPER,
SCOTCHFOAM NPE-2771 LCS BLACK POLYURETHANE/ACR ADH,GSC19745,MMM,0.92,7,0.03,1,0.21,DAMPER,
SCOTCHGRIP 2353 BLUE FROM BOLTS,GSFC9670,MMM,47.19,1,0.19,1,0.18,ADHESIVE,48H
SCOTCHGRIP 2451 ORANGE FROM BOLTS,GSFC9672,MMM,4.88,1,0.1,1,0.45,ADHESIVE,48H
SCOTCHGRIP 4224-NF PSA BLUE FOIL SANDWICH,GSC25774,MMM,1.31,1,0.06,1,0.57,ADHESIVE,
SCOTCHGRIP EC 1357 CONTACT CEMENT RUBBER BASE,GSFC2749,MMM,3.48,1,0.9,1,,ADHESIVE,24H
SCOTCHLITE 3270 REFLECTIVE FILM/ACRYLIC ADH/F,GSC14076,MMM,2.71,16,0.34,1,0.1,REFLECTIVE FILM,
"SCOTCHLITE 589 REFLECTIVE SHEETING, WHITE",GSC30646,MMM,1.95,6,0.67,1,0.17,REFLECTIVE FILM,
"SCOTCHLITE 8910 SILVER COLORED FABRIC, POLYESTER/COTTON BACKING",GSC30682,MMM,1.14,6,0.01,1,0.76,REFLECTIVE FILM,
"SCOTCHLITE 8925 SILVER COLORED FABRIC, POLYESTER/COTTON BACKING",GSC30679,MMM,1.01,6,0.1,1,0.64,REFLECTIVE FILM,
"SCOTCHLITE 8935 SILVER COLORED FABRIC, FR TREATED COTTON",GSC30703,MMM,3.14,6,0.13,1,2.74,REFLECTIVE FILM,
SCOTCHMARK 7331/31FL 2 MIL POLYESTER W ACRYLIC ADH/F,GSC25645,MMM,1.25,11,0.19,1,0.16,LABEL,
SCOTCHMATE POLYESTER FASTENER HOOK/NAP,GSFC2735,MMM,0.39,99,0.03,1,,FASTENER,
SCOTCHMATE SJ3401 NYLON HOOK AND PILE,GSFC2655,MMM,1.41,99,0.01,1,,FASTENER,
SCOTCHMATE SJ3402 NYLON HOOK AND LOOP,GSFC2653,MMM,1.71,99,0,1,,FASTENER,
SCOTCHMATE SJ3402/SJ3401 NYLON HOOK AND LOOP BLACK,GSFC9901,MMM,1.7,99,0.06,1,1.12,FASTENER,
SCOTCHMATE SJ3526/SJ3527 ADH BACKED HOOK & LOOP,GSC12439,MMM,5.6,99,2.22,1,0.91,FASTENER,
SCOTCHPAK 146 HEAT SEALABLE POLYESTER FILM,GSC20399,MMM,0.2,6,0.03,1,0.04,FILM,
SCOTCHWELD 1751 B/A AS 2/1 BW W/PHENYL GLYCIDYD ETH,GSFC2487,MMM,0.75,1,0.06,1,,ADH-POTTING,24H
TYZ27M,GSC34123,TBT,0.06,9,0,1,0.01,TIE WRAP,
SCOTCHWELD 1838 B/A AS 1/1 BW EPOXY (REDO GSFC2669),GSC20097,MMM,1.09,0,0.02,1,0.41,ADHESIVE,7D
SCOTCHWELD 1838 B/A AS 1/1 BW EPOXY GREEN,GSFC2669,MMM,0.65,1,0.03,1,,ADHESIVE,24H
SCOTCHWELD 1838 B/A AS 1/1 BW GREEN EPOXY,GSC26644,MMM,0.92,1,0.03,1,0.2,ADHESIVE,
SCOTCHWELD 1838 B/A AS 1/1 PBW GREEN EPOXY,GSC19837,MMM,1.31,1,0.07,1,0.32,ADHESIVE,7D
SCOTCHWELD 1838 B/A AS 1/1 PBW GREEN EPOXY,GSC23547,MMM,0.96,1,0.05,1,0.22,ADHESIVE,7D
SCOTCHWELD 1838 B/A AS 1/1 PBW GREEN EPOXY MODIFIED,GSC23550,MMM,0.56,1,0.03,1,0.21,ADHESIVE,7D
SCOTCHWELD 1838 B/A AS 1/1 PBW GREEN EPOXY MODIFIED,GSC23553,MMM,0.76,1,0.04,1,0.21,ADHESIVE,7D
SCOTCHWELD 1838 B/A AS 1/1 PBW GREEN EPOXY X1091,GSC19908,MMM,1.13,0,0.02,1,0.37,ADHESIVE,7D
SCOTCHWELD 1838 B/A AS 1/1 PBW GREEN EPOXY X1091,GSC20046,MMM,1.22,0,0.03,1,0.42,ADHESIVE,7D
SCOTCHWELD 1838 B/A AS 1/1 PBW GREEN EPOXY X391,GSC19911,MMM,1.13,0,0.02,1,0.39,ADHESIVE,7D
SCOTCHWELD 1838 B/A AS 1/1 PBW GREEN EPOXY X391,GSC20049,MMM,0.65,0,0.02,1,0.27,ADHESIVE,7D
"SCOTCHWELD 1838 B/A, MIX 1:1",GSC32392,MMM,1.48,1,0.01,1,0.59,ADHESIVE,2H
"SCOTCHWELD 2158, 1/1 A/B PBW",GSC33568,MMM,0.75,1,0,2,0.14,ADHESIVE,3H
SCOTCHWELD 2214 HD ALUM FILLED EPOXY,GSFC3507,MMM,0.48,1,0.05,1,,COND ADHESIVE,40M
SCOTCHWELD 2214 HI TEMP NEW FORMULA EPOXY ALUM FILL,GSC22165,MMM,0.45,1,0.01,1,0.26,ADHESIVE,1H
SCOTCHWELD 2214 HI TEMP NEW FORMULA EPOXY ALUM FILL,GSC22168,MMM,0.57,1,0,1,0.27,ADHESIVE,15M
SCOTCHWELD 2214 HIGH FLEX ALUM FILLED EPOXY,GSFC3856,MMM,3.13,0,1.35,1,,COND ADHESIVE,1H
SCOTCHWELD 2214 HIGH TEMP ALUM FILLED EPOXY,GSFC3791,MMM,0.45,1,0,1,,COND ADHESIVE,1H
SCOTCHWELD 2214 NMF UNFILLED EPOXY,GSFC3835,MMM,0.77,1,0.02,1,,ADHESIVE,1H
"SCOTCHWELD 2214, HIGH TEMPERATURE, ALUMINUM FILLED EPOXY",GSC31255,MMM,0.98,1,0,1,0.4,ADHESIVE,1H
SCOTCHWELD 2216 A/B AS 58/42 W %3 CABOSIL,GSC26089,MMM,0.66,1,0.03,1,0.22,ADHESIVE,1H
SCOTCHWELD 2216 AMBER,GSC31282,MMM,1.6,1,0.26,1,0.32,ADHESIVE,4H
SCOTCHWELD 2216 AMBER,GSC31294,MMM,1.61,1,0.43,1,0.24,ADHESIVE,24H
SCOTCHWELD 2216 AMBER B/A AS 5/7 B/W FROZEN PREMIX,GSC27952,MMM,1.7,1,0.29,2,0.42,EPOXY,15M
SCOTCHWELD 2216 AMBER B/A/M-5 AS 1/1 BW +50% BV M-5,GSC26677,MMM,2.85,1,0.16,1,0.44,ADHESIVE,
SCOTCHWELD 2216 AMBER B/A/M-5 AS 1/1 BW +50% BV M-5,GSC26704,MMM,2.25,1,0.03,2,0.36,ADHESIVE,7D
SCOTCHWELD 2216 AMBER B/A/M5 AS 1/1/.08 BW,GSC26683,MMM,2.61,1,0.23,1,0.49,ADHESIVE,
SCOTCHWELD 2216 AMBER B/A/M5 AS 1/1/.08 BW,GSC26701,MMM,2.28,2,0.05,1,0.43,ADHESIVE,7D
SCOTCHWELD 2216 AMBER WITH 45% BORON/NITRIDE (1/1/1.64 A/B/BN PBW),GSC30685,MMM,0.62,1,0.06,7,0.27,ADHESIVE,8H
SCOTCHWELD 2216 AMBER WITH 45% BORON/NITRIDE (1/1/1.64 A/B/BN PBW),GSC30685,MMM,0.62,1,0.06,7,0.27,ADHESIVE,25M
SCOTCHWELD 2216 AMBER WITH 45% BORON/NITRIDE (1/1/1.64 A/B/BN PBW),GSC30688,MMM,1.21,1,0.34,1,0.31,ADHESIVE,7D
SCOTCHWELD 2216 AMBER WITH 45% BORON/NITRIDE (1/1/1.64 A/B/BN PBW),GSC30691,MMM,1.02,1,0.29,1,0.32,ADHESIVE,1.5H
SCOTCHWELD 2216 AMBER WITH 45% BORON/NITRIDE (1/1/1.64 A/B/BN PBW),GSC30751,MMM,1.01,1,1.5,2,0.45,ADHESIVE,8H
SCOTCHWELD 2216 B/A AS 1/1 BW FILLED EPOXY GRAY,GSFC6566,MMM,1.28,1,0.28,1,0.34,ADHESIVE,1H
SCOTCHWELD 2216 B/A AS 1/1 BW TRANSLUCENT EPOXY,GSC26437,MMM,1.31,1,0.37,1,0.41,ADHESIVE,7D
SCOTCHWELD 2216 B/A AS 5/7 BW EPOXY TAN,GSC25270,MMM,1.01,1,0.05,1,0.28,ADHESVIE,2H
SCOTCHWELD 2216 B/A AS 5/7 BW EPOXY W/1.5% PMS4640ED,GSFC7142,MMM,1.25,1,0.08,1,0.25,ADHESIVE,48H
SCOTCHWELD 2216 B/A AS 5/7 BW FLEX GRAY EPOXY,GSC26647,MMM,1.27,1,0.01,1,0.29,ADHESIVE,
SCOTCHWELD 2216 B/A AS 5/7 BW FLEX GRAY EPOXY FRANCE,GSFC9428,MMM,0.89,0,0.01,1,0.26,ADHESIVE,24H
SCOTCHWELD 2216 B/A AS 5/7 BW FLEX GRAY EPOXY USA,GSFC9425,MMM,1.03,0,0.02,2,0.29,ADHESIVE,24H
SCOTCHWELD 2216 B/A AS 5/7 BW FLEXIBLE GRAY EPOXY,GSC19045,MMM,1.13,1,0.02,1,0.51,ADHESIVE,7D
SCOTCHWELD 2216 B/A AS 5/7 BW FLEXIBLE GRAY EPOXY,GSC25972,MMM,1.03,1,0.01,1,0.28,ADHESIVE,
SCOTCHWELD 2216 B/A AS 5/7 BW FLEXIBLE GRAY EPOXY,GSFC6859,MMM,1.21,1,0.03,1,0.42,ADHESIVE,24H
SCOTCHWELD 2216 B/A AS 5/7 BW FLEXIBLE GRAY EPOXY,GSFC6862,MMM,1.16,1,0.01,1,0.43,ADHESIVE,2H
SCOTCHWELD 2216 B/A AS 5/7 BW FLEXIBLE GRAY EPOXY,GSFC8669,MMM,0.97,1,0.02,1,0.32,ADHESIVE,7D
SCOTCHWELD 2216 B/A AS 5/7 BW FLEXIBLE GRAY EPOXY,GSFC8714,MMM,1.2,1,0.03,1,0.37,ADHESIVE,2H
SCOTCHWELD 2216 B/A AS 5/7 BW FLEXIBLE GRAY EPOXY,GSFC9960,MMM,1.1,1,0.06,1,0.44,ADHESIVE,16H
SCOTCHWELD 2216 B/A AS 5/7 BW FSN 8040-00-145-0432,GSFC6944,MMM,1.03,0,0.02,1,0.38,ADHESIVE,24H
SCOTCHWELD 2216 B/A AS 5/7 BW GRAY,GSC16998,MMM,0.77,1,0.04,1,0.23,ADHESIVE,7D
SCOTCHWELD 2216 B/A AS 5/7 BW GRAY,GSC17001,MMM,0.78,1,0.05,1,0.23,ADHESIVE,
SCOTCHWELD 2216 B/A AS 5/7 BW W/4% M-5 CAB-O-SIL,GSFC8783,MMM,0.76,1,0.03,2,0.36,ADHESIVE,16H
SCOTCHWELD 2216 B/A AS 5/7 PBW GRAY FROZEN PRE-MIX,GSC20459,MMM,1.02,1,0.01,1,0.41,ADHESIVE,7D
SCOTCHWELD 2216 B/A AS 5/7 PBW/0.1% C8 MOD EPOXY,GSC19006,GSC,1.19,1,0.02,1,0.4,ADHESIVE,7D
SCOTCHWELD 2216 B/A AS 5/7 PBW/0.2% C8 MOD EPOXY,GSC19033,GSC,1.59,1,0.01,1,0.41,ADHESIVE,7D
SCOTCHWELD 2216 B/A GRAY AS 7/5 BW EPOXY ADHESIVE,GSC23211,MMM,1.04,1,0.02,1,0.39,ADHESIVE,7D
SCOTCHWELD 2216 B/A TRANSLUCENT AS 1/1 BW EPOXY ADH,GSC23208,MMM,1.76,1,0.54,1,0.37,ADHESIVE,7D
SCOTCHWELD 2216 CLEAR AMBER B/A AS 1/1 BW EPOXY,GSC10128,MMM,1.6,1,0.32,1,0.42,ADHESIVE,18D
SCOTCHWELD 2216 CLEAR AMBER B/A AS 1/1 BW EPOXY,GSFC6599,MMM,1.6,1,0.15,1,0.58,ADHESIVE,2.5H
SCOTCHWELD 2216 CLEAR AMBER B/A AS 1/1 BW EPOXY,GSFC6641,MMM,1.93,1,0.34,1,1.11,ADHESIVE,7D
SCOTCHWELD 2216 CLEAR AMBER B/A AS 1/1 PBW EPOXY,GSC28219,MMM,0.1,1,0,1,0.01,ADHESIVE,1H
SCOTCHWELD 2216 CLEAR AMBER B/A AS 5/7 BW EPOXY,GSFC6620,MMM,1.65,1,0.28,1,0.51,ADHESIVE,7D
SCOTCHWELD 2216 CLEAR AMBER B/A AS 5/7 BW EPOXY,GSFC6623,MMM,1.75,1,0.31,1,0.52,ADHESIVE,2H
SCOTCHWELD 2216 CLEAR AMBER B/A AS 5/7 BW EPOXY,GSFC6644,MMM,1.09,1,0.04,2,0.72,ADHESIVE,7D
SCOTCHWELD 2216 GRAY (SWIFT SPECIFIC MIX & CURE UNKNOWN),GSC28102,MMM,1.04,1,0.01,1,0.42,EPOXY,
SCOTCHWELD 2216 GRAY (SWIFT SPECIFIC MIX & CURE UNKNOWN),GSC28105,MMM,1.14,1,0,1,0.42,EPOXY,
SCOTCHWELD 2216 GRAY (SWIFT SPECIFIC MIX & CURE UNKNOWN),GSC28108,MMM,1.1,1,0,1,0.48,EPOXY,
SCOTCHWELD 2216 GRAY (SWIFT SPECIFIC MIX & CURE UNKNOWN),GSC28117,MMM,1.18,1,0.02,1,0.59,EPOXY,
SCOTCHWELD 2216 GRAY (SWIFT SPECIFIC MIX & CURE UNKNOWN),GSC28120,MMM,1.1,1,0.01,1,0.52,EPOXY,
SCOTCHWELD 2216 GRAY A/B 7/5 PBW - NEW FORMULATION,GSC31750,MMM,1.02,1,0,1,0.39,ADHESIVE,5
